Date,Open,High,Low,Close,Volume
1999-01-22 00:00:00-05:00,0.040125244,0.044782523,0.035587195,0.037617762,2714688000
1999-01-25 00:00:00-05:00,0.040603073,0.042035658,0.037617757,0.041558743,510480000
1999-01-26 00:00:00-05:00,0.042035658,0.042872097,0.037736984,0.038334049,343200000
1999-01-27 00:00:00-05:00,0.038453279,0.039408949,0.036303486,0.038214821,244368000
1999-01-28 00:00:00-05:00,0.038214816,0.038453274,0.037856212,0.03809467,227520000
1999-01-29 00:00:00-05:00,0.038094668,0.038214814,0.036303479,0.036303479,244032000
1999-02-01 00:00:00-05:00,0.036303494,0.03725916,0.036303494,0.037020702,154704000
1999-02-02 00:00:00-05:00,0.036303482,0.037259148,0.033079705,0.034154601,264096000
1999-02-03 00:00:00-05:00,0.033676776,0.035348735,0.033437399,0.0348709,75120000
1999-02-04 00:00:00-05:00,0.03534873,0.037736985,0.034870895,0.036781318,181920000
1999-02-05 00:00:00-05:00,0.037378375,0.038214814,0.036423625,0.03785621,136848000
1999-02-08 00:00:00-05:00,0.038094667,0.038214813,0.036542851,0.036542851,154080000
1999-02-09 00:00:00-05:00,0.037259149,0.037497611,0.034631521,0.035109356,86976000
1999-02-10 00:00:00-05:00,0.035109357,0.036065023,0.034154603,0.034751669,148224000
1999-02-11 00:00:00-05:00,0.0348709,0.039169575,0.0348709,0.03773699,132240000
1999-02-12 00:00:00-05:00,0.038214825,0.040125245,0.038214825,0.039886788,109728000
1999-02-16 00:00:00-05:00,0.040603071,0.042275032,0.03606502,0.040125236,211008000
1999-02-17 00:00:00-05:00,0.039169569,0.039647404,0.037259149,0.037975442,67728000
1999-02-18 00:00:00-05:00,0.039169575,0.039647409,0.037497616,0.038572513,70704000
1999-02-19 00:00:00-05:00,0.038214825,0.04060308,0.03773699,0.039886788,75360000
1999-02-22 00:00:00-05:00,0.040603071,0.041080905,0.037975439,0.040125236,205248000
1999-02-23 00:00:00-05:00,0.041080911,0.042872101,0.038692657,0.042035662,138096000
1999-02-24 00:00:00-05:00,0.048245668,0.050157003,0.044304683,0.045379579,612768000
1999-02-25 00:00:00-05:00,0.047290941,0.04872353,0.043229807,0.043947019,149136000
1999-02-26 00:00:00-05:00,0.044424839,0.045857424,0.041558749,0.041916437,172608000
1999-03-01 00:00:00-05:00,0.042991325,0.043946995,0.040125236,0.042155802,92160000
1999-03-02 00:00:00-05:00,0.04203566,0.042275037,0.04108091,0.041797202,55248000
1999-03-03 00:00:00-05:00,0.042035668,0.042035668,0.038692662,0.03893112,61392000
1999-03-04 00:00:00-05:00,0.040841528,0.041080905,0.037736981,0.03809467,57360000
1999-03-05 00:00:00-05:00,0.038453268,0.040363687,0.038453268,0.04024446,78768000
1999-03-08 00:00:00-05:00,0.039169573,0.042035662,0.03845328,0.040841535,75888000
1999-03-09 00:00:00-05:00,0.040722302,0.042752868,0.040722302,0.042155802,143184000
1999-03-10 00:00:00-05:00,0.042752879,0.042752879,0.04084154,0.041438606,235344000
1999-03-11 00:00:00-05:00,0.040722312,0.041438604,0.039647412,0.039647412,54288000
1999-03-12 00:00:00-05:00,0.03988679,0.03988679,0.038214827,0.03893112,90768000
1999-03-15 00:00:00-05:00,0.039886779,0.041080906,0.039647402,0.040603071,108816000
1999-03-16 00:00:00-05:00,0.04084154,0.041319375,0.03893112,0.039289724,79152000
1999-03-17 00:00:00-05:00,0.0396474,0.040363692,0.038572503,0.039528172,51360000
1999-03-18 00:00:00-05:00,0.039647426,0.040603096,0.038692675,0.040006034,46320000
1999-03-19 00:00:00-05:00,0.039886778,0.041319363,0.039886778,0.040125236,105312000
1999-03-22 00:00:00-05:00,0.040960771,0.041080917,0.03893112,0.03893112,36672000
1999-03-23 00:00:00-05:00,0.039169563,0.039169563,0.035826559,0.036542851,163968000
1999-03-24 00:00:00-05:00,0.036303479,0.036542853,0.034870891,0.036303479,60864000
1999-03-25 00:00:00-05:00,0.036184253,0.038214819,0.036065023,0.036781318,40320000
1999-03-26 00:00:00-05:00,0.037259171,0.040125261,0.037259171,0.040006034,88272000
1999-03-29 00:00:00-05:00,0.041200135,0.042155801,0.040483839,0.041200135,65952000
1999-03-30 00:00:00-05:00,0.041319372,0.041677976,0.037497616,0.03773699,69504000
1999-03-31 00:00:00-05:00,0.038931121,0.040841541,0.037139932,0.040363707,153600000
1999-04-01 00:00:00-05:00,0.0403637,0.040603077,0.03845328,0.039169572,30432000
1999-04-05 00:00:00-04:00,0.038692653,0.039647404,0.037736984,0.037975442,98640000
1999-04-06 00:00:00-04:00,0.03833406,0.038453287,0.036303494,0.037020702,69696000
1999-04-07 00:00:00-04:00,0.037259147,0.040363694,0.037020689,0.040125236,89280000
1999-04-08 00:00:00-04:00,0.0403637,0.042035662,0.039886784,0.040841535,130128000
1999-04-09 00:00:00-04:00,0.041080905,0.041080905,0.039886778,0.040125236,48624000
1999-04-12 00:00:00-04:00,0.039647416,0.039647416,0.037736996,0.038453288,33312000
1999-04-13 00:00:00-04:00,0.03916957,0.03916957,0.036303484,0.036900546,36144000
1999-04-14 00:00:00-04:00,0.036781337,0.037617776,0.035826582,0.035826582,48288000
1999-04-15 00:00:00-04:00,0.036781318,0.036781318,0.035826565,0.036781318,35856000
1999-04-16 00:00:00-04:00,0.036542857,0.038572507,0.036542857,0.037975442,38928000
1999-04-19 00:00:00-04:00,0.038453272,0.038453272,0.03582656,0.036303479,31296000
1999-04-20 00:00:00-04:00,0.03630348,0.037736981,0.03522858,0.035587188,67680000
1999-04-21 00:00:00-04:00,0.035587189,0.036303482,0.035348728,0.036184251,37488000
1999-04-22 00:00:00-04:00,0.03630349,0.03630349,0.034273839,0.034631528,227184000
1999-04-23 00:00:00-04:00,0.034512302,0.034631532,0.032721112,0.032960486,126048000
1999-04-26 00:00:00-04:00,0.032960482,0.033437401,0.030571311,0.031288523,123504000
1999-04-27 00:00:00-04:00,0.032004815,0.034870901,0.03152698,0.034631528,226944000
1999-04-28 00:00:00-04:00,0.034870892,0.034870892,0.033318161,0.034393061,120096000
1999-04-29 00:00:00-04:00,0.034512288,0.034631519,0.033676768,0.034393061,48144000
1999-04-30 00:00:00-04:00,0.034751673,0.036303489,0.034512296,0.0348709,99312000
1999-05-03 00:00:00-04:00,0.035228583,0.035228583,0.034154602,0.035109356,33840000
1999-05-04 00:00:00-04:00,0.035109354,0.035109354,0.032482642,0.033198934,96048000
1999-05-05 00:00:00-04:00,0.033437409,0.033915244,0.031526988,0.033915244,144576000
1999-05-06 00:00:00-04:00,0.033676767,0.03439306,0.032243263,0.033258546,35616000
1999-05-07 00:00:00-04:00,0.03224327,0.033676774,0.03224327,0.033437397,25008000
1999-05-10 00:00:00-04:00,0.033198939,0.034154606,0.033198939,0.033437397,19680000
1999-05-11 00:00:00-04:00,0.034870903,0.036303492,0.03415461,0.035228591,171744000
1999-05-12 00:00:00-04:00,0.035587187,0.036423625,0.035109352,0.036303479,168480000
1999-05-13 00:00:00-04:00,0.036303479,0.037259145,0.036184249,0.036303479,69936000
1999-05-14 00:00:00-04:00,0.036303481,0.036303481,0.033915226,0.034393061,28464000
1999-05-17 00:00:00-04:00,0.033915237,0.036065031,0.033796006,0.036065031,35760000
1999-05-18 00:00:00-04:00,0.036423635,0.038214824,0.035348735,0.03773699,151536000
1999-05-19 00:00:00-04:00,0.039408956,0.040841541,0.035467969,0.036065031,451728000
1999-05-20 00:00:00-04:00,0.036303481,0.036303481,0.031885576,0.033198934,178176000
1999-05-21 00:00:00-04:00,0.0327211,0.0327211,0.031526973,0.032482643,303504000
1999-05-24 00:00:00-04:00,0.032721106,0.033437399,0.031885583,0.032362502,162624000
1999-05-25 00:00:00-04:00,0.032482647,0.032960478,0.03224327,0.032601874,130080000
1999-05-26 00:00:00-04:00,0.032482643,0.034154601,0.032482643,0.032482643,104736000
1999-05-27 00:00:00-04:00,0.032721109,0.032721109,0.032243274,0.032243274,82320000
1999-05-28 00:00:00-04:00,0.032721105,0.032721105,0.03224327,0.032601874,88656000
1999-06-01 00:00:00-04:00,0.032482644,0.032721102,0.03200481,0.032721102,98544000
1999-06-02 00:00:00-04:00,0.032721103,0.032721103,0.031526975,0.031526975,130128000
1999-06-03 00:00:00-04:00,0.032362502,0.032601876,0.032004814,0.032362502,41568000
1999-06-04 00:00:00-04:00,0.032601874,0.032721105,0.032362501,0.032601874,78912000
1999-06-07 00:00:00-04:00,0.032780726,0.033437405,0.032721112,0.032960486,125136000
1999-06-08 00:00:00-04:00,0.033079705,0.034393063,0.032960474,0.033795998,153312000
1999-06-09 00:00:00-04:00,0.033915226,0.035109353,0.033915226,0.034393061,95184000
1999-06-10 00:00:00-04:00,0.034393047,0.034631505,0.034154586,0.034512274,36096000
1999-06-11 00:00:00-04:00,0.03451229,0.034631521,0.03260187,0.033795998,61008000
1999-06-14 00:00:00-04:00,0.033855611,0.033915228,0.032243266,0.032482643,51648000
1999-06-15 00:00:00-04:00,0.032482643,0.0327211,0.032004808,0.032482643,49296000
1999-06-16 00:00:00-04:00,0.032960478,0.034393067,0.032482647,0.033437397,64416000
1999-06-17 00:00:00-04:00,0.033198935,0.03367677,0.032482643,0.032482643,74928000
1999-06-18 00:00:00-04:00,0.032721109,0.032721109,0.031288523,0.031288523,158736000
1999-06-21 00:00:00-04:00,0.032243277,0.032960486,0.031377489,0.032960486,83472000
1999-06-22 00:00:00-04:00,0.03296048,0.03296048,0.031646206,0.032362502,193056000
1999-06-23 00:00:00-04:00,0.032004819,0.032960486,0.031646212,0.032960486,210912000
1999-06-24 00:00:00-04:00,0.033198944,0.033198944,0.032004816,0.032243274,115200000
1999-06-25 00:00:00-04:00,0.03200481,0.033079706,0.03200481,0.032721102,73536000
1999-06-28 00:00:00-04:00,0.033795996,0.033795996,0.032482642,0.033198934,109152000
1999-06-29 00:00:00-04:00,0.03367678,0.034034465,0.033198945,0.033557549,92688000
1999-06-30 00:00:00-04:00,0.034631516,0.036542851,0.033915224,0.036542851,269232000
1999-07-01 00:00:00-04:00,0.036542864,0.036542864,0.032721108,0.034631528,88992000
1999-07-02 00:00:00-04:00,0.03510936,0.037139926,0.034393067,0.037139926,224880000
1999-07-06 00:00:00-04:00,0.037497608,0.037497608,0.036781315,0.037259147,198096000
1999-07-07 00:00:00-04:00,0.037497605,0.037497605,0.036542851,0.036542851,63120000
1999-07-08 00:00:00-04:00,0.036781309,0.037975433,0.035587182,0.037378371,186048000
1999-07-09 00:00:00-04:00,0.037259156,0.040841538,0.037259156,0.040543467,211728000
1999-07-12 00:00:00-04:00,0.042991316,0.044185443,0.041319355,0.042394254,401040000
1999-07-13 00:00:00-04:00,0.042872083,0.043110544,0.040603059,0.042513479,138864000
1999-07-14 00:00:00-04:00,0.042513497,0.043469166,0.040603077,0.040841535,137952000
1999-07-15 00:00:00-04:00,0.041200149,0.042513504,0.041080918,0.041080918,137040000
1999-07-16 00:00:00-04:00,0.041797207,0.042275042,0.041080914,0.041916437,103872000
1999-07-19 00:00:00-04:00,0.042035662,0.042155808,0.040603077,0.040841535,43632000
1999-07-20 00:00:00-04:00,0.040841528,0.040841528,0.038692651,0.040125236,178752000
